iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,l2_dimension
AU_AFRICA,African Union,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,76.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
AU_AFRICA,African Union,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,59.9,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
AU_AFRICA,African Union,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,74.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
AU_AFRICA,African Union,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,54.4855,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
AU_AFRICA,African Union,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,44.7919,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
AU_AFRICA,African Union,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,11.9608,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
AU_AFRICA,African Union,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,20.5327,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
AU_AFRICA,African Union,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,44.014,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
AU_CENTRAL_AFRICA,Central Africa (African Union),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,68.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
AU_CENTRAL_AFRICA,Central Africa (African Union),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,49.5,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
AU_CENTRAL_AFRICA,Central Africa (African Union),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,80.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
AU_CENTRAL_AFRICA,Central Africa (African Union),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,54.6445,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
AU_CENTRAL_AFRICA,Central Africa (African Union),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,46.301,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
AU_CENTRAL_AFRICA,Central Africa (African Union),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,11.0413,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
AU_CENTRAL_AFRICA,Central Africa (African Union),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.6455,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
AU_CENTRAL_AFRICA,Central Africa (African Union),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,34.1165,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
AU_EASTERN_AFRICA,Eastern Africa (African Union),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,75.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
AU_EASTERN_AFRICA,Eastern Africa (African Union),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,58.9,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
AU_EASTERN_AFRICA,Eastern Africa (African Union),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,72.9,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
AU_EASTERN_AFRICA,Eastern Africa (African Union),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,70.5408,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
AU_EASTERN_AFRICA,Eastern Africa (African Union),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,58.6432,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
AU_EASTERN_AFRICA,Eastern Africa (African Union),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,13.2806,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
AU_EASTERN_AFRICA,Eastern Africa (African Union),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,19.2618,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
AU_EASTERN_AFRICA,Eastern Africa (African Union),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,54.5226,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
AU_NORTHERN_AFRICA,Northern Africa (African Union),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,95.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
AU_NORTHERN_AFRICA,Northern Africa (African Union),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,82.6,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
AU_NORTHERN_AFRICA,Northern Africa (African Union),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,96.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
AU_NORTHERN_AFRICA,Northern Africa (African Union),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,34.0011,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
AU_NORTHERN_AFRICA,Northern Africa (African Union),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,36.3869,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
AU_NORTHERN_AFRICA,Northern Africa (African Union),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,24.6515,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
AU_NORTHERN_AFRICA,Northern Africa (African Union),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,41.0763,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
AU_NORTHERN_AFRICA,Northern Africa (African Union),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,52.3986,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
AU_SOUTHERN_AFRICA,Southern Africa (African Union),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,77.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
AU_SOUTHERN_AFRICA,Southern Africa (African Union),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,63.9,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
AU_SOUTHERN_AFRICA,Southern Africa (African Union),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,85.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
AU_SOUTHERN_AFRICA,Southern Africa (African Union),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,64.7591,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
AU_SOUTHERN_AFRICA,Southern Africa (African Union),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,49.8126,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
AU_SOUTHERN_AFRICA,Southern Africa (African Union),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,8.1972,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
AU_SOUTHERN_AFRICA,Southern Africa (African Union),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,18.8725,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
AU_SOUTHERN_AFRICA,Southern Africa (African Union),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,39.1838,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
AU_WESTERN_AFRICA,Western Africa (African Union),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,75.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
AU_WESTERN_AFRICA,Western Africa (African Union),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,57.7,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
AU_WESTERN_AFRICA,Western Africa (African Union),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,63.1,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
AU_WESTERN_AFRICA,Western Africa (African Union),NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,42.8765,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
AU_WESTERN_AFRICA,Western Africa (African Union),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,34.5515,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
AU_WESTERN_AFRICA,Western Africa (African Union),NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,8.78,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
AU_WESTERN_AFRICA,Western Africa (African Union),NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.9982,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
AU_WESTERN_AFRICA,Western Africa (African Union),NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,39.3074,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
AZE,Azerbaijan,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,51.0,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
AZE,Azerbaijan,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2023,91.4,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,ANC 4+ Visits,Services & Programme Coverage
AZE,Azerbaijan,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2023,99.8,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Skilled Birth Attendance,Services & Programme Coverage
AZE,Azerbaijan,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2023,13.717,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Early Initiation of BF,Diets & Care (IYCF)
AZE,Azerbaijan,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,18.4198,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Exclusive BF <6m,Diets & Care (IYCF)
AZE,Azerbaijan,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2023,35.2076,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Minimum Acceptable Diet,Diets & Care (IYCF)
AZE,Azerbaijan,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2023,57.4704,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Minimum Dietary Diversity,Diets & Care (IYCF)
AZE,Azerbaijan,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2023,74.3208,Europe and Central Asia,Upper middle income,Recent (≤5 years),1,Minimum Meal Frequency,Diets & Care (IYCF)
BDI,Burundi,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,89.0,Sub-Saharan Africa,Low income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
BDI,Burundi,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2017,49.3,Sub-Saharan Africa,Low income,Dated (6-10 years),7,ANC 4+ Visits,Services & Programme Coverage
BDI,Burundi,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2022,75.2,Sub-Saharan Africa,Low income,Recent (≤5 years),2,Skilled Birth Attendance,Services & Programme Coverage
BDI,Burundi,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,89.3,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
BDI,Burundi,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,83.3,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
BDI,Burundi,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,18.2,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
BDI,Burundi,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,28.6,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
BDI,Burundi,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,50.4,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
BEL,Belgium,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,97.0,Europe and Central Asia,High income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
BEN,Benin,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,63.0,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
BEN,Benin,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2022,52.6,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),2,ANC 4+ Visits,Services & Programme Coverage
BEN,Benin,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2022,80.8,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),2,Skilled Birth Attendance,Services & Programme Coverage
BEN,Benin,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2021,25.1392,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),3,Early Initiation of BF,Diets & Care (IYCF)
BEN,Benin,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2021,44.9468,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),3,Exclusive BF <6m,Diets & Care (IYCF)
BEN,Benin,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2021,9.2583,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),3,Minimum Acceptable Diet,Diets & Care (IYCF)
BEN,Benin,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2021,21.9636,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),3,Minimum Dietary Diversity,Diets & Care (IYCF)
BEN,Benin,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2021,32.1361,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),3,Minimum Meal Frequency,Diets & Care (IYCF)
BFA,Burkina Faso,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,91.0,Sub-Saharan Africa,Low income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
BFA,Burkina Faso,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,49.3,Sub-Saharan Africa,Low income,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
BFA,Burkina Faso,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2021,95.8,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Skilled Birth Attendance,Services & Programme Coverage
BFA,Burkina Faso,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2021,60.2991,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Early Initiation of BF,Diets & Care (IYCF)
BFA,Burkina Faso,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2021,51.2577,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Exclusive BF <6m,Diets & Care (IYCF)
BFA,Burkina Faso,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2021,11.1901,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Minimum Acceptable Diet,Diets & Care (IYCF)
BFA,Burkina Faso,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2021,19.0218,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Minimum Dietary Diversity,Diets & Care (IYCF)
BFA,Burkina Faso,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2021,37.8035,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Minimum Meal Frequency,Diets & Care (IYCF)
BGD,Bangladesh,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,97.0,South Asia,Lower middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
BGD,Bangladesh,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2022,38.3,South Asia,Lower middle income,Recent (≤5 years),2,ANC 4+ Visits,Services & Programme Coverage
BGD,Bangladesh,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2023,69.7,South Asia,Lower middle income,Recent (≤5 years),1,Skilled Birth Attendance,Services & Programme Coverage
BGD,Bangladesh,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2022,36.9344,South Asia,Lower middle income,Recent (≤5 years),2,Early Initiation of BF,Diets & Care (IYCF)
BGD,Bangladesh,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2022,53.2855,South Asia,Lower middle income,Recent (≤5 years),2,Exclusive BF <6m,Diets & Care (IYCF)
BGD,Bangladesh,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2022,29.6212,South Asia,Lower middle income,Recent (≤5 years),2,Minimum Acceptable Diet,Diets & Care (IYCF)
BGD,Bangladesh,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2022,37.5694,South Asia,Lower middle income,Recent (≤5 years),2,Minimum Dietary Diversity,Diets & Care (IYCF)
BGD,Bangladesh,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2022,65.3074,South Asia,Lower middle income,Recent (≤5 years),2,Minimum Meal Frequency,Diets & Care (IYCF)
BGR,Bulgaria,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,94.0,Europe and Central Asia,Upper middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
