iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,l2_dimension
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,64.7917,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,53.6309,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,14.9,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,21.0542,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,69.2,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,73.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,56.4,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,70.3,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,70.6292,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,55.9656,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,14.3477,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,18.4353,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,59.9772,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,74.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,55.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,75.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,62.9321,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.5835,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,9.9426,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.2066,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,41.8708,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,81.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,58.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,69.8,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,68.5149,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.5165,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,12.7386,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.9208,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,52.7795,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,81.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,57.3,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,69.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,68.6135,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.8999,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,12.8099,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.6014,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,52.1064,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,74.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,58.1,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,82.5,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,59.3603,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.7201,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,9.7454,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,19.8131,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,37.0897,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_NA,(SDGRC) North Africa,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,80.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_NA,(SDGRC) North Africa,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,70.0,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_NA,(SDGRC) North Africa,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,94.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_NA,(SDGRC) North Africa,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,34.0011,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_NA,(SDGRC) North Africa,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,36.3869,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_NA,(SDGRC) North Africa,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,24.6515,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_NA,(SDGRC) North Africa,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,41.0763,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_NA,(SDGRC) North Africa,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,52.3986,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,80.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,63.2,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,77.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,65.9032,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,55.6581,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,11.4843,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,19.2759,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,46.46,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,79.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,61.6,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,74.2,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,66.3956,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,55.6917,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,9.7427,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.5646,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,43.589,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,72.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,56.9,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,72.3,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,44.0553,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,35.6637,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,12.4066,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,21.6797,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,41.6988,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,63.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,42.9,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,76.6,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,55.0552,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,39.9383,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,10.4794,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,16.3819,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,37.1938,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_SA,(SDGRC) Southern Africa,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,77.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_SA,(SDGRC) Southern Africa,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,63.9,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_SA,(SDGRC) Southern Africa,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,85.0,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,64.7591,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,49.8126,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,8.1972,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,18.8725,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,39.1838,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_SACU,(SDGRC) ECA_Southern Africa Customs Union (SACU),IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,76.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_SACU,(SDGRC) ECA_Southern Africa Customs Union (SACU),MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,74.3,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_SACU,(SDGRC) ECA_Southern Africa Customs Union (SACU),MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,97.4,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,73.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,58.7,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,83.7,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,61.6899,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,53.7976,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,7.6358,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,17.2834,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,34.6938,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,73.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,54.5,,,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,58.6,,,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,42.1799,,,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,31.0037,,,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,9.5814,,,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,16.2757,,,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,42.1771,,,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
