iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,progress
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,45.6413,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
UNSDG_SUBSAHARANAFRICA,Sub-Saharan Africa (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.8709,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_WESTERNAFR,Western Africa (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,41.8653,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_WESTERNAFR,Western Africa (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,29.7192,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_WESTERNAFR,Western Africa (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.2168,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_WESTERNAFR,Western Africa (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,34.6296,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
UNSDG_WESTERNAFR,Western Africa (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.2631,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_WESTERNASIA,Western Asia (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,28.672,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_WESTERNASIA,Western Asia (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,18.0142,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_WESTERNASIA,Western Asia (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.1545,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_WESTERNASIA,Western Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,31.0075,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
UNSDG_WESTERNASIA,Western Asia (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.2885,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_WESTERNASIANORTHERNAFR,Northern Africa and Western Asia (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,30.221,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_WESTERNASIANORTHERNAFR,Northern Africa and Western Asia (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,18.0718,,,Recent (≤5 years),0,Stunting,Off track
UNSDG_WESTERNASIANORTHERNAFR,Northern Africa and Western Asia (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.3464,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_WESTERNASIANORTHERNAFR,Northern Africa and Western Asia (UNSDG),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,33.5964,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
UNSDG_WESTERNASIANORTHERNAFR,Northern Africa and Western Asia (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.1623,,,Recent (≤5 years),4,Low Birth Weight,On track
UNSDG_WESTERNEUROPE,Western Europe (UNSDG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,14.2481,,,Recent (≤5 years),1,Anaemia (WRA),On track
UNSDG_WESTERNEUROPE,Western Europe (UNSDG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.4757,,,Recent (≤5 years),0,Stunting,On track
UNSDG_WESTERNEUROPE,Western Europe (UNSDG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.6034,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UNSDG_WESTERNEUROPE,Western Europe (UNSDG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.8423,,,Recent (≤5 years),4,Low Birth Weight,On track
URY,Uruguay,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,24.5,Latin America and Caribbean,High income,Recent (≤5 years),1,Anaemia (WRA),On track
URY,Uruguay,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.5222,Latin America and Caribbean,High income,Recent (≤5 years),0,Stunting,On track
URY,Uruguay,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.4986,Latin America and Caribbean,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
URY,Uruguay,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,51.3423,Latin America and Caribbean,High income,Recent (≤5 years),1,Excl. Breastfeeding,Insufficient progress
URY,Uruguay,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.803,Latin America and Caribbean,High income,Recent (≤5 years),4,Low Birth Weight,On track
USA,United States,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,15.0,North America,High income,Recent (≤5 years),1,Anaemia (WRA),On track
USA,United States,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.2096,North America,High income,Recent (≤5 years),0,Stunting,On track
USA,United States,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.694,North America,High income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
USA,United States,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2018,25.7992,North America,High income,Dated (6-10 years),6,Excl. Breastfeeding,Off track
USA,United States,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.2614,North America,High income,Recent (≤5 years),4,Low Birth Weight,On track
UZB,Uzbekistan,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,30.4,Europe and Central Asia,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
UZB,Uzbekistan,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.6985,Europe and Central Asia,Lower middle income,Recent (≤5 years),0,Stunting,On track
UZB,Uzbekistan,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.5178,Europe and Central Asia,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
UZB,Uzbekistan,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2021,25.2042,Europe and Central Asia,Lower middle income,Recent (≤5 years),3,Excl. Breastfeeding,Off track
UZB,Uzbekistan,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,5.8485,Europe and Central Asia,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
VCT,Saint Vincent and the Grenadines,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,18.8,Latin America and Caribbean,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
VEN,Venezuela (Bolivarian Republic of),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,25.2,Latin America and Caribbean,Upper middle income,Recent (≤5 years),1,Anaemia (WRA),On track
VEN,Venezuela (Bolivarian Republic of),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,11.665,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,Stunting,Insufficient progress
VEN,Venezuela (Bolivarian Republic of),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.3194,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
VEN,Venezuela (Bolivarian Republic of),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,9.3029,Latin America and Caribbean,Upper middle income,Recent (≤5 years),4,Low Birth Weight,On track
VNM,Viet Nam,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,20.5,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
VNM,Viet Nam,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,19.1648,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Stunting,Off track
VNM,Viet Nam,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.5078,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
VNM,Viet Nam,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2020,45.4294,East Asia and Pacific,Lower middle income,Recent (≤5 years),4,Excl. Breastfeeding,Insufficient progress
VNM,Viet Nam,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.3112,East Asia and Pacific,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
VUT,Vanuatu,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,30.4,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Anaemia (WRA),On track
VUT,Vanuatu,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,31.037,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Stunting,Off track
VUT,Vanuatu,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.5,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
VUT,Vanuatu,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,75.9419,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Excl. Breastfeeding,On track
VUT,Vanuatu,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.0626,East Asia and Pacific,Lower middle income,Recent (≤5 years),4,Low Birth Weight,On track
WB_EAP,East Asia and Pacific (World Bank regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,18.6905,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_EAP,East Asia and Pacific (World Bank regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.289,,,Recent (≤5 years),0,Stunting,Insufficient progress
WB_EAP,East Asia and Pacific (World Bank regions),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.8263,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_EAP,East Asia and Pacific (World Bank regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,37.4477,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
WB_EAP,East Asia and Pacific (World Bank regions),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.5202,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_ECA,Europe and Central Asia (World Bank regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,21.3382,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_ECA,Europe and Central Asia (World Bank regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.5834,,,Recent (≤5 years),0,Stunting,On track
WB_ECA,Europe and Central Asia (World Bank regions),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.5277,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_ECA,Europe and Central Asia (World Bank regions),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.5746,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_HI,World Bank (high income),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,17.274,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_HI,World Bank (high income),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.0397,,,Recent (≤5 years),0,Stunting,On track
WB_HI,World Bank (high income),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.4129,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_HI,World Bank (high income),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.0168,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_LAC,Latin America and the Caribbean (World Bank regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,19.9618,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_LAC,Latin America and the Caribbean (World Bank regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.3988,,,Recent (≤5 years),0,Stunting,Insufficient progress
WB_LAC,Latin America and the Caribbean (World Bank regions),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.7657,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_LAC,Latin America and the Caribbean (World Bank regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.2,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
WB_LAC,Latin America and the Caribbean (World Bank regions),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,9.7106,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_LI,World Bank (low income),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,38.4554,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_LI,World Bank (low income),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,35.8448,,,Recent (≤5 years),0,Stunting,Off track
WB_LI,World Bank (low income),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.5917,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_LI,World Bank (low income),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,48.7296,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
WB_LI,World Bank (low income),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.6528,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_LMI,World Bank (lower middle income),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,43.8117,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_LMI,World Bank (lower middle income),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,28.8704,,,Recent (≤5 years),0,Stunting,Off track
WB_LMI,World Bank (lower middle income),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.0021,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_LMI,World Bank (lower middle income),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,51.0228,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
WB_LMI,World Bank (lower middle income),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,19.5275,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_MNA,Middle East and North Africa (World Bank regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,35.216,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_MNA,Middle East and North Africa (World Bank regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,24.1043,,,Recent (≤5 years),0,Stunting,Off track
WB_MNA,Middle East and North Africa (World Bank regions),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.2999,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_MNA,Middle East and North Africa (World Bank regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.1847,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
WB_MNA,Middle East and North Africa (World Bank regions),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,15.4981,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_NAR,North America (World Bank regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,14.897,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_NAR,North America (World Bank regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.0801,,,Recent (≤5 years),0,Stunting,On track
WB_NAR,North America (World Bank regions),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.8563,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_NAR,North America (World Bank regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,25.8,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
WB_NAR,North America (World Bank regions),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.1462,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_SAR,South Asia (World Bank regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,51.0866,,,Recent (≤5 years),1,Anaemia (WRA),Insufficient progress
WB_SAR,South Asia (World Bank regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,31.509,,,Recent (≤5 years),0,Stunting,Off track
WB_SAR,South Asia (World Bank regions),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.3687,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_SAR,South Asia (World Bank regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,62.222,,,Recent (≤5 years),0,Excl. Breastfeeding,On track
WB_SAR,South Asia (World Bank regions),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,26.5832,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_SSA,Sub-Saharan Africa (World Bank regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,36.6814,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_SSA,Sub-Saharan Africa (World Bank regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,32.2879,,,Recent (≤5 years),0,Stunting,Off track
WB_SSA,Sub-Saharan Africa (World Bank regions),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.8325,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_SSA,Sub-Saharan Africa (World Bank regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,45.6413,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
WB_SSA,Sub-Saharan Africa (World Bank regions),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.8939,,,Recent (≤5 years),4,Low Birth Weight,On track
WB_UMI,World Bank (upper middle income),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,20.0713,,,Recent (≤5 years),1,Anaemia (WRA),On track
WB_UMI,World Bank (upper middle income),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.8057,,,Recent (≤5 years),0,Stunting,Insufficient progress
WB_UMI,World Bank (upper middle income),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.568,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WB_UMI,World Bank (upper middle income),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,37.0327,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
WB_UMI,World Bank (upper middle income),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.3858,,,Recent (≤5 years),4,Low Birth Weight,On track
WHO_AFRO,Africa (WHO regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,36.4727,,,Recent (≤5 years),1,Anaemia (WRA),On track
WHO_AFRO,Africa (WHO regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,31.7362,,,Recent (≤5 years),0,Stunting,Off track
WHO_AFRO,Africa (WHO regions),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.1436,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WHO_AFRO,Africa (WHO regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,45.472,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
WHO_AFRO,Africa (WHO regions),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.7224,,,Recent (≤5 years),4,Low Birth Weight,On track
WHO_AMRO,Americas (WHO regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,18.2641,,,Recent (≤5 years),1,Anaemia (WRA),On track
WHO_AMRO,Americas (WHO regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.8783,,,Recent (≤5 years),0,Stunting,On track
WHO_AMRO,Americas (WHO regions),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.0996,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
WHO_AMRO,Americas (WHO regions),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,36.7721,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
WHO_AMRO,Americas (WHO regions),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,9.2507,,,Recent (≤5 years),4,Low Birth Weight,On track
WHO_EMRO,Eastern Mediterranean (WHO regions),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,35.797,,,Recent (≤5 years),1,Anaemia (WRA),On track
WHO_EMRO,Eastern Mediterranean (WHO regions),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,25.9732,,,Recent (≤5 years),0,Stunting,Off track
