iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,progress
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,36.8824,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,37.0544,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.4542,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,53.6309,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_IE,(SDGRC) ECA_Island economies,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,18.7017,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,28.8966,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,29.905,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.4628,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,55.9656,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_IGAD,(SDGRC) ECA_IGAD,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.5933,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,36.6726,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,34.6727,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.6641,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.5835,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_LDC,(SDGRC) ECA_Least developed countries,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.286,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,31.4531,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,32.463,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.5014,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.5165,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_LLC,(SDGRC) ECA_Land-locked countries,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,15.4086,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,31.6647,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,32.9172,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.4223,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.8999,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_LL_LDC,(SDGRC) ECA_Land-locked LDCs,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,15.5634,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,37.8479,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,32.0667,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.7695,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.7201,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_MRC,(SDGRC) ECA_Mineral-rich countries,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.2544,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_NA,(SDGRC) North Africa,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,32.3694,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_NA,(SDGRC) North Africa,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,18.2221,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_NA,(SDGRC) North Africa,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.3407,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_NA,(SDGRC) North Africa,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,36.3869,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ECA_NA,(SDGRC) North Africa,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.9646,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,33.949,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,28.7842,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.2904,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,55.6581,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_NOP,(SDGRC) ECA_Non-Oil Producing,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.5796,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,35.1257,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,30.8553,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.6564,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,55.6917,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_NO_LDC,(SDGRC) ECA_Non-Oil LDCs,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.8888,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,37.8107,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,31.6679,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.7119,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,35.6637,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ECA_OP,(SDGRC) ECA_Oil producing economies,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.2512,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,40.2129,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,42.005,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.679,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,39.9383,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ECA_O_LDC,(SDGRC) ECA_Oil LDCs,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.1326,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,35.0678,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,34.0435,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.5888,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,49.8126,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_SA,(SDGRC) Southern Africa,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,15.3967,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_SACU,(SDGRC) ECA_Southern Africa Customs Union (SACU),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,30.9974,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_SACU,(SDGRC) ECA_Southern Africa Customs Union (SACU),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,24.0801,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_SACU,(SDGRC) ECA_Southern Africa Customs Union (SACU),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.0885,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_SACU,(SDGRC) ECA_Southern Africa Customs Union (SACU),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,16.3273,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,36.9917,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,36.7457,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.197,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,53.7976,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_SADC,(SDGRC) ECA_SADC,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.0548,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,41.2494,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,31.5329,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.7959,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,31.0037,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.8046,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,33.6599,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.0604,,,Recent (≤5 years),0,Stunting,Insufficient progress
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.3176,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,33.1505,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,18.7341,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,36.6056,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,32.3269,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.843,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,45.6644,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.8976,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECA_WA,(SDGRC) West Africa,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,41.7198,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECA_WA,(SDGRC) West Africa,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,29.8206,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ECA_WA,(SDGRC) West Africa,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.2244,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECA_WA,(SDGRC) West Africa,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,34.5515,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ECA_WA,(SDGRC) West Africa,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.2827,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECE_ALL,ECE_All countries,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,19.4197,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECE_ALL,ECE_All countries,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.4211,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ECE_ALL,ECE_All countries,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.2045,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECE_ALL,ECE_All countries,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.7499,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECE_CIS11,ECE_CIS (CWG),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,26.1806,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECE_CIS11,ECE_CIS (CWG),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.4202,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ECE_CIS11,ECE_CIS (CWG),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.0623,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECE_CIS11,ECE_CIS (CWG),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.6289,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,24.9767,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.8019,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.2036,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.7322,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,26.2309,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.3994,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.0143,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.6384,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECE_EU27,ECE_European Union (E25),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,17.1093,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECE_EU27,ECE_European Union (E25),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.8027,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ECE_EU27,ECE_European Union (E25),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.7482,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECE_EU27,ECE_European Union (E25),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.1877,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,15.2189,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.71,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.572,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.3299,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,24.4317,,,Recent (≤5 years),1,Anaemia (WRA),On track
